time,lat,lon,ele
2021-01-05 23:54:02+00:00,-32.89602806791663,151.6548436973244,31.6
2021-01-05 23:54:03+00:00,-32.896039970219135,151.65480128489435,32.2
2021-01-05 23:54:04+00:00,-32.89605145342648,151.65475694462657,30.8
2021-01-05 23:54:05+00:00,-32.896062433719635,151.65471277199686,28.6
2021-01-05 23:54:06+00:00,-32.89607182145119,151.65466943755746,26.2
2021-01-05 23:54:07+00:00,-32.896084394305944,151.6546264383942,24.2
2021-01-05 23:54:08+00:00,-32.896094620227814,151.65458343923092,23.2
2021-01-05 23:54:09+00:00,-32.89610861800611,151.65453993715346,19.2
2021-01-05 23:54:10+00:00,-32.89611934684217,151.6544956807047,17.4
2021-01-05 23:54:11+00:00,-32.89612772874534,151.65445058606565,16.4
2021-01-05 23:54:12+00:00,-32.896136194467545,151.6544068325311,15.8
2021-01-05 23:54:13+00:00,-32.89614574983716,151.65436282753944,14.2
2021-01-05 23:54:14+00:00,-32.89615396410227,151.6543178167194,13.4
2021-01-05 23:54:15+00:00,-32.89616083726287,151.6542731411755,13.0
2021-01-05 23:54:16+00:00,-32.89616880007088,151.6542298067361,12.6
2021-01-05 23:54:17+00:00,-32.89617843925953,151.65418605320156,11.0
2021-01-05 23:54:18+00:00,-32.89618321694434,151.6541377734393,10.0
2021-01-05 23:54:19+00:00,-32.89618891663849,151.65408505126834,9.4
2021-01-05 23:54:20+00:00,-32.896195286884904,151.65403400547802,9.2
2021-01-05 23:54:21+00:00,-32.896201657131314,151.65398631244898,9.2
2021-01-05 23:54:22+00:00,-32.89620936848223,151.65393912233412,9.4
2021-01-05 23:54:23+00:00,-32.89621758274734,151.6538920160383,9.4
2021-01-05 23:54:24+00:00,-32.896224204450846,151.65384541265666,9.4
2021-01-05 23:54:25+00:00,-32.896232418715954,151.6537979710847,9.4
2021-01-05 23:54:26+00:00,-32.89623795077205,151.65375178679824,9.4
2021-01-05 23:54:27+00:00,-32.8962473385036,151.6537065245211,9.4
2021-01-05 23:54:28+00:00,-32.896255468949676,151.65366251952946,10.8
2021-01-05 23:54:29+00:00,-32.89626460522413,151.65361801162362,11.6
2021-01-05 23:54:30+00:00,-32.89627416059375,151.6535745933652,10.6
2021-01-05 23:54:31+00:00,-32.896281871944666,151.65353377349675,7.8
